Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	kappa1	kappa2	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	YuleModel	birthRate	
0	-5385.17659203543	-5381.110678824123	-4.065913211306992	-5381.110678824123	0.875447477539704	0.9315848357269674	0.9608117282235553	0.2714358429492097	0.24131365897135806	0.22545427360105288	0.2617962244783796	-1.1795346429500073	1.9486915171152486	
1	-5385.17659203543	-5381.110678824123	-4.065913211306992	-5381.110678824123	0.875447477539704	0.9315848357269674	0.9608117282235553	0.2714358429492097	0.24131365897135806	0.22545427360105288	0.2617962244783796	-1.1795346429500073	1.9486915171152486	
2	-5383.34007061799	-5379.561562296619	-3.7785083213712074	-5379.561562296619	0.7911100047301097	0.9274654876794951	1.0931909055186093	0.26738675740056633	0.2412411026792916	0.2295442654498043	0.2618278744703379	-0.8450208523765719	2.4041389983057333	
3	-5383.34007061799	-5379.561562296619	-3.7785083213712074	-5379.561562296619	0.7911100047301097	0.9274654876794951	1.0931909055186093	0.26738675740056633	0.2412411026792916	0.2295442654498043	0.2618278744703379	-0.8450208523765719	2.4041389983057333	
4	-5383.34007061799	-5379.561562296619	-3.7785083213712074	-5379.561562296619	0.7911100047301097	0.9274654876794951	1.0931909055186093	0.26738675740056633	0.2412411026792916	0.2295442654498043	0.2618278744703379	-0.8450208523765719	2.4041389983057333	
5	-5383.422754983703	-5379.05924686276	-4.363508120942798	-5379.05924686276	0.8866052231378042	0.9365605534698569	1.0931909055186093	0.27022502893597555	0.24680369858408702	0.2273171777720408	0.2556540947078968	-1.4269473682741065	2.765761734836608	
6	-5383.422754983703	-5379.05924686276	-4.363508120942798	-5379.05924686276	0.8866052231378042	0.9365605534698569	1.0931909055186093	0.27022502893597555	0.24680369858408702	0.2273171777720408	0.2556540947078968	-1.4269473682741065	2.765761734836608	
7	-5381.866288731882	-5377.906590540495	-3.959698191387236	-5377.906590540495	0.8847049983635579	0.7614511185125273	0.8713701010146212	0.2523016520156016	0.24254668363742535	0.2361889528081662	0.2689627115388071	-1.1533787145748198	2.1396683342650427	
8	-5381.347578046626	-5376.846949846236	-4.500628200389709	-5376.846949846236	0.854475369944713	0.9036934873180622	0.8713701010146212	0.24645127558339996	0.24712634626947647	0.2443376832029992	0.26208469494412456	-1.653139225193599	1.3218773376809805	
9	-5381.347578046626	-5376.846949846236	-4.500628200389709	-5376.846949846236	0.854475369944713	0.9036934873180622	0.8713701010146212	0.24645127558339996	0.24712634626947647	0.2443376832029992	0.26208469494412456	-1.653139225193599	1.3218773376809805	
10	-5382.3399345120315	-5376.242565186575	-6.097369325455945	-5376.242565186575	0.9679421377294586	0.8307909950057265	1.0901943287746128	0.24890176442144607	0.24712634626947647	0.2418871943649531	0.26208469494412456	-3.195469700715784	3.9991677008714888	
