Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	kappa1	kappa2	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	YuleModel	birthRate	
0	-8487.945435684922	-8479.458541541586	-8.486894143335542	-8479.458541541586	0.9251450977946017	1.004753290247041	0.9273206867036118	0.2615498697954359	0.25610517551340933	0.2502518373402104	0.23209311735094423	-5.586357801428075	0.6182187143611906	
1	-8487.945435684922	-8479.458541541586	-8.486894143335542	-8479.458541541586	0.9251450977946017	1.004753290247041	0.9273206867036118	0.2615498697954359	0.25610517551340933	0.2502518373402104	0.23209311735094423	-5.586357801428075	0.6182187143611906	
2	-8485.942955327431	-8478.056471427064	-7.886483900367563	-8478.056471427064	0.9627984663494696	1.1090230354316046	1.0527339829791533	0.2577334873351439	0.25610517551340933	0.25853899123410895	0.22762234591733768	-4.902294834261404	2.385212788435993	
3	-8485.942955327431	-8478.056471427064	-7.886483900367563	-8478.056471427064	0.9627984663494696	1.1090230354316046	1.0527339829791533	0.2577334873351439	0.25610517551340933	0.25853899123410895	0.22762234591733768	-4.902294834261404	2.385212788435993	
4	-8484.52225904045	-8477.320659334071	-7.2015997063798585	-8477.320659334071	0.9849608679134666	0.977442292583038	1.0527339829791533	0.2565065761612336	0.2551044055720792	0.2635589437038321	0.22483007456285498	-4.26613699989133	1.3828987093878582	
5	-8483.099736201275	-8476.007567539516	-7.0921686617593185	-8476.007567539516	0.982474661164962	0.8812626678277624	0.9338451076200971	0.25209511657251665	0.25537840402458617	0.2563674722910808	0.23615900711181625	-4.231536732856039	1.2922133436326977	
6	-8481.9092628519	-8475.219982546523	-6.689280305375203	-8475.219982546523	0.8604681698453536	1.0144106795854282	0.9338451076200971	0.2585734646145299	0.24779238445334498	0.24333522568027802	0.250298925251847	-3.783040800985705	1.465075935424149	
7	-8480.910391881242	-8473.786937648272	-7.123454232969588	-8473.786937648272	0.9747232795284076	1.0144106795854282	0.8537374897217592	0.2504284145806398	0.25593743448723505	0.24333522568027802	0.250298925251847	-4.24299929844078	1.3683536701734944	
8	-8480.910391881242	-8473.786937648272	-7.123454232969588	-8473.786937648272	0.9747232795284076	1.0144106795854282	0.8537374897217592	0.2504284145806398	0.25593743448723505	0.24333522568027802	0.250298925251847	-4.24299929844078	1.3683536701734944	
9	-8480.910391881242	-8473.786937648272	-7.123454232969588	-8473.786937648272	0.9747232795284076	1.0144106795854282	0.8537374897217592	0.2504284145806398	0.25593743448723505	0.24333522568027802	0.250298925251847	-4.24299929844078	1.3683536701734944	
10	-8477.111943498732	-8470.272426202713	-6.839517296019334	-8470.272426202713	0.9738425727022971	0.9235632467986891	0.9279359368607525	0.25689636777826397	0.25028531690489425	0.24988535800101874	0.2429329573158228	-3.967090863352945	1.4619870974245381	
11	-8477.111943498732	-8470.272426202713	-6.839517296019334	-8470.272426202713	0.9738425727022971	0.9235632467986891	0.9279359368607525	0.25689636777826397	0.25028531690489425	0.24988535800101874	0.2429329573158228	-3.967090863352945	1.4619870974245381	
12	-8477.111943498732	-8470.272426202713	-6.839517296019334	-8470.272426202713	0.9738425727022971	0.9235632467986891	0.9279359368607525	0.25689636777826397	0.25028531690489425	0.24988535800101874	0.2429329573158228	-3.967090863352945	1.4619870974245381	
13	-8477.874901814386	-8469.178180534262	-8.696721280124738	-8469.178180534262	0.9506109708047381	0.973192658894688	0.9366957582248686	0.2609544064113739	0.24526153104743473	0.24566126361292345	0.2481227989282676	-5.804277458423994	2.7340525853268898	
