Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	kappa1	kappa2	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	YuleModel	birthRate	
0	-8037.668279888074	-8030.453009449097	-7.215270438976244	-8030.453009449097	1.1165492104416657	1.0400885644642666	0.9369266433160357	0.2668808772799361	0.226628866077335	0.25954144111367433	0.24694881552905454	-4.298557617875888	1.8222839630231944	
1	-8033.300161561793	-8026.183266060012	-7.116895501781275	-8026.183266060012	1.1642794893970019	1.0229335723224533	1.1797397062612083	0.2730813632546819	0.2458388275999995	0.2468368723024984	0.23424293684282013	-4.116155138103276	1.3863062968577795	
2	-8033.300161561793	-8026.183266060012	-7.116895501781275	-8026.183266060012	1.1642794893970019	1.0229335723224533	1.1797397062612083	0.2730813632546819	0.2458388275999995	0.2468368723024984	0.23424293684282013	-4.116155138103276	1.3863062968577795	
3	-8033.300161561793	-8026.183266060012	-7.116895501781275	-8026.183266060012	1.1642794893970019	1.0229335723224533	1.1797397062612083	0.2730813632546819	0.2458388275999995	0.2468368723024984	0.23424293684282013	-4.116155138103276	1.3863062968577795	
4	-8033.300161561793	-8026.183266060012	-7.116895501781275	-8026.183266060012	1.1642794893970019	1.0229335723224533	1.1797397062612083	0.2730813632546819	0.2458388275999995	0.2468368723024984	0.23424293684282013	-4.116155138103276	1.3863062968577795	
5	-8033.300161561793	-8026.183266060012	-7.116895501781275	-8026.183266060012	1.1642794893970019	1.0229335723224533	1.1797397062612083	0.2730813632546819	0.2458388275999995	0.2468368723024984	0.23424293684282013	-4.116155138103276	1.3863062968577795	
6	-8033.300161561793	-8026.183266060012	-7.116895501781275	-8026.183266060012	1.1642794893970019	1.0229335723224533	1.1797397062612083	0.2730813632546819	0.2458388275999995	0.2468368723024984	0.23424293684282013	-4.116155138103276	1.3863062968577795	
7	-8032.674972716706	-8025.862202837159	-6.812769879546539	-8025.862202837159	1.013376472655033	1.0495928103437562	1.1797397062612083	0.24957653451986986	0.2514181405549003	0.2612320901432058	0.23777323478202392	-3.8021823631327183	1.8989381526935016	
8	-8027.3520534075615	-8020.393944829593	-6.958108577968374	-8020.393944829593	1.0501212919058343	0.9411792745630468	0.856970751400839	0.24976787140322976	0.2618452092370465	0.25118772361033653	0.23719919574938705	-4.102534939545881	1.1019788945463087	
9	-8027.3520534075615	-8020.393944829593	-6.958108577968374	-8020.393944829593	1.0501212919058343	0.9411792745630468	0.856970751400839	0.24976787140322976	0.2618452092370465	0.25118772361033653	0.23719919574938705	-4.102534939545881	1.1019788945463087	
